#     z(km)      p(mb)        T(K)    air(cm-3)    o3(cm-3)     o2(cm-3)    h2o(cm-3)    co2(cm-3)     no2(cm-3)
	99.3109181375	0.0136896726535	195.0	5.08481591328e+14	5128664.60411	2.02189295342e+12	0.0	2535716003.98	2123.79929947
	75.3142016597	0.205602098531	195.0	7.63677005926e+15	166338797.442	1.85919592688e+14	0.0	293445131436.0	190508.856966
	57.1158647813	1.60453514756	195.0	5.9597961604e+16	14189672251.0	2.02933759494e+15	0.0	3.20421725516e+12	3058578.16292
	43.3148322338	7.62179503354	195.0	2.83099717979e+17	296681917096.0	1.14796311241e+16	0.0	1.81257333538e+13	96908419.1233
	32.8485736603	24.8456772975	195.0	9.2285402651e+17	2.42412248829e+12	5.15458663341e+16	578964544703.0	8.13882100012e+13	1780606210.7
	24.9113002607	60.8751883641	195.0	2.26111415775e+18	4.51770036249e+12	1.78420436633e+17	3.21626396095e+12	2.81716478894e+14	3136459731.46
	18.8919277621	120.112742401	195.681705133	4.44585855383e+18	2.15396628958e+12	5.07910403376e+17	8.34921450833e+12	8.01963794804e+14	2488889067.02
	14.3270295341	201.103856862	237.228247294	6.14003408738e+18	572755564974.0	1.07518530387e+18	1.58167924133e+15	1.69766100611e+15	504281623.675
	10.8651577465	297.28080016	259.773001462	8.28876127275e+18	511033652247.0	1.65191080368e+18	1.60532088021e+16	2.60828021633e+15	204416239.901
	8.23978568453	399.850009224	272.406012707	1.06315651194e+19	489544643796.0	2.22786385485e+18	5.52534524673e+16	3.51767977082e+15	245681144.89
	6.24878807201	500.635895348	280.632306019	1.29211480525e+19	533290427826.0	2.75477910855e+18	1.21787453612e+17	4.34965122403e+15	303157509.554
	4.73887960972	593.687008841	286.395688705	1.50143955262e+19	571104351762.0	3.21546396929e+18	2.10402673063e+17	5.07704837256e+15	353854886.572
	3.5938136638	675.621918258	290.573813431	1.68408512515e+19	609706861874.0	3.60198521882e+18	3.11495410367e+17	5.68734508234e+15	396390717.86
	2.72543253128	745.217746144	293.6563506	1.83806376526e+19	650285563552.0	3.92944136825e+18	4.15098815646e+17	6.20438110777e+15	432426562.056
	2.06688024963	802.738472847	295.953019406	1.96457261245e+19	675177017411.0	4.20903556065e+18	5.13409904006e+17	6.64584562208e+15	463195300.933
	1.56745541021	849.302590006	296.849076502	2.0722565877e+19	688463267057.0	4.41707994535e+18	6.59790790561e+17	6.97433634607e+15	486090137.527
	1.18870769771	886.407944948	298.499504059	2.15083358206e+19	697976211110.0	4.57959835652e+18	7.559064742e+17	7.23094397664e+15	503974938.756
	0.901477631452	915.624560388	299.724386036	2.21264701859e+19	702778701744.0	4.7060053621e+18	8.34643213277e+17	7.43053387243e+15	517885757.552
	0.683651600451	938.421888145	300.639397106	2.2608357902e+19	702809217391.0	4.80297850517e+18	8.97843175946e+17	7.58364956711e+15	528557443.152
	0.518459354389	956.066945722	301.945974724	2.29337905449e+19	702832360358.0	4.87784994111e+18	9.24058247022e+17	7.70186778569e+15	536796883.471
	0.393182875571	969.609126494	303.167190013	2.31649452921e+19	702849911748.0	4.93540723645e+18	9.33372034466e+17	7.79274785191e+15	543130939.897
	0.298177229002	979.969859129	304.093320355	2.33411699244e+19	702863222448.0	4.9795092332e+18	9.40472553873e+17	7.86238268137e+15	547984269.683
	0.226128006634	987.879557085	304.795667777	2.34753454115e+19	702873317023.0	5.01321733478e+18	9.4587881086e+17	7.91560607495e+15	551693773.684
	0.171488196987	993.908289731	305.32830544	2.35774063265e+19	702880972520.0	5.03893252993e+18	9.49991093566e+17	7.95620907246e+15	554523675.543
	0.130051125217	998.497743108	305.732240689	2.36549824924e+19	702886778258.0	5.05852201675e+18	9.53116826126e+17	7.98713988536e+15	556679456.389
	0.0	1013.0	308.0	2.38218514147e+19	702905000000.0	5.1205e+18	9.62966897102e+17	8.085e+15	563500000.0
